id,target
matbench_000253,1.5019999999999998
matbench_000254,1.8538
matbench_000255,0.6812000000000005
matbench_000256,0.8145999999999995
matbench_000257,0.0666999999999999
matbench_000258,0.0
matbench_000259,0.0
matbench_000260,0.4100999999999999
matbench_000261,0.0
matbench_000262,0.0
matbench_000263,0.0
matbench_000264,0.0
matbench_000265,0.0194
matbench_000266,0.0
matbench_000267,0.0
matbench_000268,0.0
matbench_000269,0.0
matbench_000270,0.0
matbench_000271,0.0
matbench_000272,0.0
matbench_000273,0.0
matbench_000274,0.0
matbench_000275,4.1723
matbench_000276,2.1146000000000003
matbench_000277,0.0
matbench_000278,0.0
matbench_000279,0.0
matbench_000280,0.0
matbench_000281,3.8426
matbench_000282,0.0
matbench_000283,0.0
matbench_000284,0.0
matbench_000285,0.0
matbench_000286,0.0
matbench_000287,0.0
matbench_000288,0.0
matbench_000289,0.0
matbench_000290,0.0
matbench_000291,0.0
matbench_000292,0.0
matbench_000293,0.0
matbench_000294,0.0
matbench_000295,0.0
matbench_000296,0.0
matbench_000297,0.0
matbench_000298,0.0
matbench_000299,0.0
matbench_000300,0.0
matbench_000301,0.0
matbench_000302,0.0
matbench_000303,0.0
matbench_000304,0.0
matbench_000305,0.0
matbench_000306,0.0
matbench_000307,0.0
matbench_000308,0.0
matbench_000309,0.0
matbench_000310,0.0
matbench_000311,0.0
matbench_000312,0.0
matbench_000313,0.0
matbench_000314,0.0
matbench_000315,0.0
matbench_000316,0.0
matbench_000317,0.0
matbench_000318,0.0
matbench_000319,0.0
matbench_000320,0.0
matbench_000321,0.0
matbench_000322,0.0
matbench_000323,0.0
matbench_000324,0.0
matbench_000325,0.0
matbench_000326,0.0
matbench_000327,0.0
matbench_000328,0.0
matbench_000329,0.0
matbench_000330,0.0
matbench_000331,0.0
matbench_000332,0.0
matbench_000333,0.0
matbench_000334,0.0
matbench_000335,0.0
matbench_000336,0.0
matbench_000337,1.0008
matbench_000338,1.2925000000000004
matbench_000339,0.0
matbench_000340,0.0
matbench_000341,0.0
matbench_000342,0.0
matbench_000343,0.0
matbench_000344,0.0
matbench_000345,0.0504000000000006
matbench_000346,0.0
matbench_000347,0.0
matbench_000348,0.0
matbench_000349,3.8059
matbench_000350,0.0
matbench_000351,0.0
matbench_000352,0.0
matbench_000353,0.0
matbench_000354,0.0
matbench_000355,0.0
matbench_000356,1.4006999999999996
matbench_000357,0.0
matbench_000358,0.0
matbench_000359,0.7521000000000004
matbench_000360,0.1642999999999999
matbench_000361,2.244999999999999
matbench_000362,0.9265
matbench_000363,0.0
matbench_000364,0.0
matbench_000365,0.0
matbench_000366,0.0
matbench_000367,0.0
matbench_000368,0.0
matbench_000369,0.5286999999999997
matbench_000370,0.1598000000000006
matbench_000371,0.0243000000000002
matbench_000372,2.6766999999999994
matbench_000373,0.3560999999999996
matbench_000374,2.268700000000001
matbench_000375,2.3617000000000004
matbench_000376,0.0
matbench_000377,0.0
matbench_000378,0.5640999999999998
matbench_000379,0.3933000000000002
matbench_000380,0.0
matbench_000381,0.3660000000000001
matbench_000382,0.6372
matbench_000383,0.0
matbench_000384,2.3749
matbench_000385,1.8009000000000002
matbench_000386,3.2095
matbench_000387,0.0
matbench_000388,0.0
matbench_000389,1.8724
matbench_000390,0.0
matbench_000391,0.0
matbench_000392,1.6727999999999998
matbench_000393,0.0267999999999999
matbench_000394,1.4058000000000002
matbench_000395,0.0
matbench_000396,0.0
matbench_000397,0.0
matbench_000398,1.7561000000000004
matbench_000399,0.0
matbench_000400,0.0771
matbench_000401,2.5621
matbench_000402,0.0572999999999996
matbench_000403,2.3091000000000004
matbench_000404,1.0566
matbench_000405,0.7851000000000008
matbench_000406,0.0
matbench_000407,0.0
matbench_000408,0.0
matbench_000409,0.0676999999999998
matbench_000410,1.371099999999999
matbench_000411,2.1411999999999995
matbench_000412,1.7036999999999995
matbench_000413,0.8331
matbench_000414,0.0
matbench_000415,1.5343
matbench_000416,0.0
matbench_000417,0.0
matbench_000418,0.0823
matbench_000419,0.8193999999999999
matbench_000420,0.0
matbench_000421,0.0
matbench_000422,0.8715999999999999
matbench_000423,0.0
matbench_000424,0.0
matbench_000425,0.0389999999999997
matbench_000426,0.0
matbench_000427,0.6780999999999997
matbench_000428,0.6476000000000006
matbench_000429,0.0
matbench_000430,0.0
matbench_000431,0.0
matbench_000432,0.1560999999999999
matbench_000433,1.3285999999999998
matbench_000434,0.0
matbench_000435,0.0
matbench_000436,2.7011000000000003
matbench_000437,2.3592
matbench_000438,0.0
matbench_000439,0.0
matbench_000440,0.0
matbench_000441,1.5252
matbench_000442,1.0532
matbench_000443,0.0
matbench_000444,1.8525
matbench_000445,0.8994999999999997
matbench_000446,0.0
matbench_000447,0.0
matbench_000448,0.0
matbench_000449,2.2566
matbench_000450,0.0
matbench_000451,0.0
matbench_000452,0.0
matbench_000453,0.0
matbench_000454,0.0
matbench_000455,0.0
matbench_000456,0.0
matbench_000457,0.0
matbench_000458,0.0
matbench_000459,0.0
matbench_000460,0.0
matbench_000461,0.0
matbench_000462,0.0
matbench_000463,0.0
matbench_000464,0.0
matbench_000465,0.0
matbench_000466,0.0
matbench_000467,0.2303999999999999
matbench_000468,0.0
matbench_000469,0.0
matbench_000470,0.0
matbench_000471,0.0
matbench_000472,0.0
matbench_000473,0.0
matbench_000474,0.0
matbench_000475,0.0
matbench_000476,0.0
matbench_000477,0.5425999999999997
matbench_000478,0.0
matbench_000479,0.0
matbench_000480,0.0
matbench_000481,0.0
matbench_000482,0.0
matbench_000483,0.0
matbench_000484,0.0001000000000002
matbench_000485,0.0011000000000001
matbench_000486,1.2869000000000006
matbench_000487,0.0
matbench_000488,0.4682999999999997
matbench_000489,0.0
matbench_000490,0.2010000000000005
matbench_000491,0.0
matbench_000492,0.0
matbench_000493,0.0
matbench_000494,0.0
matbench_000495,0.0
matbench_000496,0.0
matbench_000497,0.0
matbench_000498,0.0
matbench_000499,0.0
matbench_000500,0.0
matbench_000501,0.0
matbench_000502,0.0
matbench_000503,0.0
matbench_000504,0.0
matbench_000505,0.0
matbench_000506,0.0
matbench_000507,0.0
matbench_000508,0.0
matbench_000509,0.4973000000000001
matbench_000510,0.4780000000000001
matbench_000511,0.7647000000000004
matbench_000512,0.0
matbench_000513,0.0
matbench_000514,0.0
matbench_000515,0.0
matbench_000516,0.0
matbench_000517,0.0
matbench_000518,0.0
matbench_000519,0.0
matbench_000520,0.0
matbench_000521,0.2251999999999996
matbench_000522,0.0
matbench_000523,0.0
matbench_000524,0.0339999999999998
matbench_000525,1.4084
matbench_000526,0.0
matbench_000527,1.3209000000000004
matbench_000528,1.3506999999999998
matbench_000529,0.0
matbench_000530,0.0
matbench_000531,1.3729
matbench_000532,0.0
matbench_000533,0.5366999999999997
matbench_000534,0.0
matbench_000535,0.0098999999999999
matbench_000536,0.0
matbench_000537,0.0
matbench_000538,0.8048000000000002
matbench_000539,0.0
matbench_000540,0.0
matbench_000541,0.1323
matbench_000542,0.1013999999999999
matbench_000543,0.0
matbench_000544,0.2003999999999999
matbench_000545,0.0
matbench_000546,0.7249999999999996
matbench_000547,0.0517999999999998
matbench_000548,5.0906
matbench_000549,0.0
matbench_000550,3.1183
matbench_000551,3.0712
matbench_000552,2.1552
matbench_000553,1.4013000000000002
matbench_000554,0.0
matbench_000555,1.6528999999999998
matbench_000556,4.9444
matbench_000557,0.2256999999999998
matbench_000558,3.2879
matbench_000559,0.0
matbench_000560,0.6909000000000001
matbench_000561,0.0
matbench_000562,0.0
matbench_000563,0.0
matbench_000564,1.5144
matbench_000565,4.0067
matbench_000566,2.9225000000000003
matbench_000567,1.4922
matbench_000568,0.6409000000000002
matbench_000569,0.0
matbench_000570,1.1729
matbench_000571,3.1247
matbench_000572,2.3691000000000004
matbench_000573,3.004
matbench_000574,0.0
matbench_000575,0.0
matbench_000576,2.1345
matbench_000577,2.0558
matbench_000578,1.4942
matbench_000579,1.8032000000000004
matbench_000580,5.0793
matbench_000581,0.0
matbench_000582,0.0710000000000001
matbench_000583,0.0
matbench_000584,2.1519
matbench_000585,2.2795
matbench_000586,3.8194
matbench_000587,0.0
matbench_000588,0.8349
matbench_000589,0.0
matbench_000590,0.0
matbench_000591,0.0
matbench_000592,0.0
matbench_000593,0.0
matbench_000594,0.0059
matbench_000595,0.0
matbench_000596,0.0175999999999998
matbench_000597,0.0
matbench_000598,2.3266
matbench_000599,0.0
matbench_000600,0.0
matbench_000601,0.0
matbench_000602,0.0
matbench_000603,0.0
matbench_000604,0.0
matbench_000605,1.0363000000000002
matbench_000606,3.0626000000000007
matbench_000607,0.4978999999999995
matbench_000608,0.0
matbench_000609,0.0
matbench_000610,0.0100999999999995
matbench_000611,1.4211
matbench_000612,0.598
matbench_000613,1.1262000000000003
matbench_000614,5.5238
matbench_000615,2.2551
matbench_000616,0.0
matbench_000617,3.605
matbench_000618,3.1004
matbench_000619,0.0156999999999999
matbench_000620,0.0
matbench_000621,0.2494
matbench_000622,2.199
matbench_000623,1.8506
matbench_000624,1.3196
matbench_000625,0.0
matbench_000626,1.2144
matbench_000627,1.4426
matbench_000628,0.8265
matbench_000629,0.0
matbench_000630,1.5925
matbench_000631,0.0
matbench_000632,0.0027
matbench_000633,0.1291
matbench_000634,0.0
matbench_000635,0.0
matbench_000636,2.3972
matbench_000637,3.6093
matbench_000638,2.3756000000000004
matbench_000639,0.0
matbench_000640,1.2664
matbench_000641,0.0
matbench_000642,0.0
matbench_000643,0.0
matbench_000644,0.0
matbench_000645,0.0
matbench_000646,0.0
matbench_000647,0.0
matbench_000648,0.0
matbench_000649,0.0
matbench_000650,0.0
matbench_000651,0.0
matbench_000652,0.0
matbench_000653,0.0
matbench_000654,0.0
matbench_000655,0.0
matbench_000656,0.0
matbench_000657,0.0
matbench_000658,0.0
matbench_000659,0.0
matbench_000660,0.0
matbench_000661,0.0
matbench_000662,0.0
matbench_000663,0.0
matbench_000664,0.0
matbench_000665,0.0
matbench_000666,0.0
matbench_000667,0.0
matbench_000668,0.0
matbench_000669,0.0
matbench_000670,0.0
matbench_000671,0.0
matbench_000672,0.0
matbench_000673,0.0
matbench_000674,0.0
matbench_000675,0.0
matbench_000676,0.0
matbench_000677,0.0
matbench_000678,0.0
matbench_000679,0.5226999999999999
matbench_000680,2.6001000000000003
matbench_000681,0.0577
matbench_000682,0.0
matbench_000683,0.6141000000000001
matbench_000684,0.3994999999999997
matbench_000685,0.0
matbench_000686,0.0
matbench_000687,0.0
matbench_000688,0.0
matbench_000689,0.3832
matbench_000690,0.5941
matbench_000691,0.0
matbench_000692,3.789
matbench_000693,0.0007999999999999
matbench_000694,2.5247
matbench_000695,3.3189
matbench_000696,2.8071
matbench_000697,0.3229999999999999
matbench_000698,5.3476
matbench_000699,0.3059
matbench_000700,0.5145
matbench_000701,0.4942
matbench_000702,1.2272999999999998
matbench_000703,0.6114
matbench_000704,3.1747
matbench_000705,2.0488
matbench_000706,0.5021
matbench_000707,0.8980000000000006
matbench_000708,0.0429000000000001
matbench_000709,2.1092
matbench_000710,0.7039
matbench_000711,4.7021
matbench_000712,0.0550000000000001
matbench_000713,0.0
matbench_000714,4.9948
matbench_000715,3.5244
matbench_000716,0.021
matbench_000717,4.3029
matbench_000718,0.0
matbench_000719,2.3594
matbench_000720,0.2723
matbench_000721,0.6402000000000001
matbench_000722,2.8012
matbench_000723,0.0
matbench_000724,0.7691
matbench_000725,2.7101
matbench_000726,0.0741999999999999
matbench_000727,1.1683
matbench_000728,0.0757999999999998
matbench_000729,0.2087999999999999
matbench_000730,0.0
matbench_000731,2.8065
matbench_000732,2.6282
matbench_000733,3.0666
matbench_000734,1.7506
matbench_000735,0.5983
matbench_000736,0.2341
matbench_000737,0.2657
matbench_000738,3.64
matbench_000739,2.5391
matbench_000740,0.9259
matbench_000741,3.7449
matbench_000742,2.7713
matbench_000743,3.3295
matbench_000744,5.290900000000001
matbench_000745,3.7957
matbench_000746,0.0958
matbench_000747,0.0
matbench_000748,0.3625
matbench_000749,1.5084
matbench_000750,0.6425000000000001
matbench_000751,0.0
matbench_000752,0.9194999999999998
matbench_000753,0.0
matbench_000754,2.4166
matbench_000755,2.9376
matbench_000756,2.0586
matbench_000757,2.0075
matbench_000758,2.1991
matbench_000759,4.7598
matbench_000760,5.0835
matbench_000761,0.0701999999999999
matbench_000762,0.3075999999999999
matbench_000763,2.9907
matbench_000764,2.7932
matbench_000765,1.5266
matbench_000766,2.4347
matbench_000767,0.0
matbench_000768,1.1577000000000002
matbench_000769,0.6132
matbench_000770,0.0
matbench_000771,0.0
matbench_000772,0.0
matbench_000773,0.5821000000000005
matbench_000774,0.0
matbench_000775,0.0
matbench_000776,0.5993999999999993
matbench_000777,0.0
matbench_000778,0.1615999999999999
matbench_000779,0.0
matbench_000780,0.0
matbench_000781,0.0
matbench_000782,0.0
matbench_000783,0.0
matbench_000784,3.4113999999999995
matbench_000785,0.0
matbench_000786,0.3175
matbench_000787,2.696400000000001
matbench_000788,0.9675
matbench_000789,0.8384
matbench_000790,0.6475999999999997
matbench_000791,0.0459
matbench_000792,0.0867
matbench_000793,0.3646999999999999
matbench_000794,3.3825
matbench_000795,0.0
matbench_000796,4.521
matbench_000797,0.0574000000000003
matbench_000798,3.3452
matbench_000799,4.7144
matbench_000800,0.0
matbench_000801,0.8407
matbench_000802,1.6992
matbench_000803,0.0949999999999999
matbench_000804,0.512
matbench_000805,0.0
matbench_000806,1.7077999999999998
matbench_000807,0.0918000000000001
matbench_000808,0.0
matbench_000809,2.4825000000000004
matbench_000810,0.5989
matbench_000811,0.0
matbench_000812,0.0
matbench_000813,2.413
matbench_000814,0.0
matbench_000815,0.0464
matbench_000816,0.0
matbench_000817,3.4749
matbench_000818,0.2647000000000004
matbench_000819,0.2291000000000003
matbench_000820,0.0
matbench_000821,0.0
matbench_000822,0.0
matbench_000823,0.0
matbench_000824,0.0
matbench_000825,0.0
matbench_000826,0.0
matbench_000827,0.0
matbench_000828,0.0
matbench_000829,0.0
matbench_000830,0.0
matbench_000831,0.0
matbench_000832,1.5999000000000003
matbench_000833,0.0
matbench_000834,0.0
matbench_000835,0.0
matbench_000836,0.0
matbench_000837,1.5759000000000003
matbench_000838,0.0
matbench_000839,2.1149
matbench_000840,0.0
matbench_000841,0.0
matbench_000842,0.0
matbench_000843,0.0
matbench_000844,0.0
matbench_000845,0.0
matbench_000846,0.0
matbench_000847,0.0
matbench_000848,0.0
matbench_000849,0.0
matbench_000850,0.0
matbench_000851,0.0
matbench_000852,2.5593
matbench_000853,0.0
matbench_000854,0.0
matbench_000855,0.0788999999999999
matbench_000856,0.0
matbench_000857,0.0
matbench_000858,0.0
matbench_000859,0.0
matbench_000860,0.9330999999999998
matbench_000861,0.0
matbench_000862,0.0
matbench_000863,2.1929
matbench_000864,0.0
matbench_000865,0.0
matbench_000866,0.0
matbench_000867,0.0
matbench_000868,0.0
matbench_000869,0.0
matbench_000870,0.0
matbench_000871,0.0
matbench_000872,0.0
matbench_000873,0.0
matbench_000874,0.0
matbench_000875,1.3819
matbench_000876,2.809
matbench_000877,0.0
matbench_000878,3.2924
matbench_000879,2.2705
matbench_000880,0.0
matbench_000881,0.0
matbench_000882,0.0
matbench_000883,0.0
matbench_000884,0.2938999999999998
matbench_000885,0.0
matbench_000886,0.0433000000000003
matbench_000887,0.0
matbench_000888,3.4383
matbench_000889,0.0
matbench_000890,3.2966
matbench_000891,0.0
matbench_000892,2.0338
matbench_000893,0.0
matbench_000894,0.0
matbench_000895,0.0
matbench_000896,0.0
matbench_000897,4.3256
matbench_000898,4.725099999999999
matbench_000899,4.6237
matbench_000900,0.0
matbench_000901,0.0
matbench_000902,0.0
matbench_000903,0.0
matbench_000904,0.0
matbench_000905,0.0
matbench_000906,0.0
matbench_000907,0.0
matbench_000908,0.0
matbench_000909,0.0
matbench_000910,0.0
matbench_000911,0.0
matbench_000912,0.0
matbench_000913,0.0
matbench_000914,0.0304999999999999
matbench_000915,3.4332
matbench_000916,0.0
matbench_000917,0.0
matbench_000918,0.0
matbench_000919,0.0
matbench_000920,0.0
matbench_000921,0.0
matbench_000922,0.0
matbench_000923,0.0
matbench_000924,0.0
matbench_000925,0.0
matbench_000926,0.0
matbench_000927,0.0
matbench_000928,0.0
matbench_000929,0.0
matbench_000930,0.0
matbench_000931,0.0714000000000001
matbench_000932,0.0
matbench_000933,0.0
matbench_000934,0.0
matbench_000935,0.0
matbench_000936,1.7551000000000003
matbench_000937,0.0
matbench_000938,0.0
matbench_000939,0.0
matbench_000940,0.0
matbench_000941,0.0
matbench_000942,0.0
matbench_000943,3.5354
matbench_000944,2.8982
matbench_000945,0.3555000000000001
matbench_000946,0.0
matbench_000947,2.1261
matbench_000948,0.0
matbench_000949,0.0
matbench_000950,0.0
matbench_000951,0.0
matbench_000952,4.9435
matbench_000953,0.0
matbench_000954,0.0
matbench_000955,2.2715000000000005
matbench_000956,1.5169
matbench_000957,0.0
matbench_000958,0.0
matbench_000959,0.4160999999999999
matbench_000960,0.0
matbench_000961,0.0
matbench_000962,0.0
matbench_000963,0.0
matbench_000964,2.6512
matbench_000965,3.3332999999999995
matbench_000966,0.0
matbench_000967,1.832
matbench_000968,0.0
matbench_000969,0.0
matbench_000970,0.0
matbench_000971,0.0026999999999999
matbench_000972,0.7193999999999998
matbench_000973,3.2086
matbench_000974,0.0
matbench_000975,0.0
matbench_000976,0.0889999999999995
matbench_000977,0.0
matbench_000978,0.4367999999999998
matbench_000979,2.0483
matbench_000980,0.0470999999999994
matbench_000981,4.709899999999999
matbench_000982,0.0
matbench_000983,0.0
matbench_000984,0.0
matbench_000985,0.0
matbench_000986,0.1238
matbench_000987,0.0
matbench_000988,0.6131000000000002
matbench_000989,0.0022999999999999
matbench_000990,1.1062
matbench_000991,0.6193999999999997
matbench_000992,0.0
matbench_000993,2.0946
matbench_000994,0.0
matbench_000995,0.0
matbench_000996,0.0414000000000001
matbench_000997,1.6775000000000002
matbench_000998,0.0
matbench_000999,0.3979
matbench_001000,1.2423000000000002
matbench_001001,1.7163
matbench_001002,3.4136
matbench_001003,0.0161999999999999
matbench_001004,4.3247
matbench_001005,0.0
matbench_001006,2.4246
matbench_001007,4.6576
matbench_001008,4.6749
matbench_001009,0.0
matbench_001010,4.0172
matbench_001011,5.020300000000001
matbench_001012,5.3934
matbench_001013,2.1983
matbench_001014,0.5462999999999996
matbench_001015,2.3636
matbench_001016,1.8972
matbench_001017,1.6379
matbench_001018,0.8077000000000001
matbench_001019,2.1501
matbench_001020,1.7121
matbench_001021,3.3106
matbench_001022,5.6439
matbench_001023,1.0118
matbench_001024,4.4414
matbench_001025,5.265300000000001
matbench_001026,2.1918
matbench_001027,0.0
matbench_001028,3.0554
matbench_001029,0.3475999999999999
matbench_001030,0.0
matbench_001031,4.6113
matbench_001032,1.9623
matbench_001033,0.0
matbench_001034,0.0
matbench_001035,0.0
matbench_001036,1.9348
matbench_001037,0.0
matbench_001038,4.5686
matbench_001039,1.7548
matbench_001040,0.0
matbench_001041,0.0
matbench_001042,1.8004
matbench_001043,0.0
matbench_001044,4.2732
matbench_001045,1.5869
matbench_001046,0.0
matbench_001047,0.0138999999999998
matbench_001048,4.1616
matbench_001049,4.3037
matbench_001050,3.0987
matbench_001051,2.5069
matbench_001052,0.0
matbench_001053,4.5214
matbench_001054,4.399799999999999
matbench_001055,1.1622
matbench_001056,4.3668
matbench_001057,0.0
matbench_001058,2.3533
matbench_001059,1.9119
matbench_001060,0.0
matbench_001061,0.4784000000000006
matbench_001062,0.0
matbench_001063,0.0
matbench_001064,1.439
matbench_001065,4.174899999999999
matbench_001066,2.8627
matbench_001067,2.6194
matbench_001068,0.0
matbench_001069,1.8858
matbench_001070,1.5016999999999996
matbench_001071,1.1095000000000002
matbench_001072,1.7567
matbench_001073,2.9279
matbench_001074,0.0459
matbench_001075,0.0
matbench_001076,1.284
matbench_001077,3.633900000000001
matbench_001078,4.2049
matbench_001079,3.2777
matbench_001080,4.2202
matbench_001081,2.5953
matbench_001082,2.1536
matbench_001083,0.0541
matbench_001084,1.8583
matbench_001085,3.7852
matbench_001086,0.0
matbench_001087,0.0
matbench_001088,0.0
matbench_001089,0.0
matbench_001090,0.0
matbench_001091,0.0053
matbench_001092,1.3549000000000002
matbench_001093,2.3999
matbench_001094,0.0461999999999998
matbench_001095,4.1944
matbench_001096,3.0511
matbench_001097,3.7233
matbench_001098,0.0
matbench_001099,0.0
matbench_001100,0.0
matbench_001101,2.5848000000000004
matbench_001102,0.8365999999999998
matbench_001103,2.958
matbench_001104,0.0
matbench_001105,2.4698
matbench_001106,3.8119
matbench_001107,2.0294
matbench_001108,3.3917
matbench_001109,2.3374
matbench_001110,1.9
matbench_001111,3.5428
matbench_001112,0.3393
matbench_001113,2.6306
matbench_001114,3.4555
matbench_001115,0.0
matbench_001116,0.0
matbench_001117,0.0437999999999991
matbench_001118,0.7975999999999996
matbench_001119,3.7835
matbench_001120,3.2954
matbench_001121,1.0677
matbench_001122,4.3592
matbench_001123,1.8407
matbench_001124,2.8845
matbench_001125,0.456
matbench_001126,0.0
matbench_001127,0.0123999999999999
matbench_001128,0.963
matbench_001129,4.6971
matbench_001130,0.0
matbench_001131,1.4236000000000004
matbench_001132,0.0
matbench_001133,0.0
matbench_001134,0.1192999999999999
matbench_001135,4.702999999999999
matbench_001136,0.0
matbench_001137,0.5109000000000004
matbench_001138,0.0
matbench_001139,0.0
matbench_001140,1.3455000000000004
matbench_001141,0.0238000000000004
matbench_001142,0.0
matbench_001143,0.3771
matbench_001144,1.871
matbench_001145,0.0
matbench_001146,0.0
matbench_001147,0.0
matbench_001148,0.0
